code,dealerId,name,url,regionId,state,lat,long,phone,address
04576,04576,Kearny Mesa Toyota,https://www.kearnymesatoyota.com,11,CA,32.826166,-117.145374,(619) 591-0900,"650 Main Street, Chula Vista CA 91911"
04282,04282,Toyota of Escondido,https://www.toyotaescondido.com,11,CA,33.133405,-117.084564,(858) 581-4000,"4555 Mission Bay Drive, San Diego CA 92109"
04819,04819,Temecula Valley Toyota,https://www.tvtoyota.com,11,CA,33.515729,-117.156196,(760) 496-2501,"5424 Paseo Del Norte, Carlsbad CA 92008"
04076,04076,Toyota of The Desert,https://www.toyotaofthedesert.com,11,CA,33.78456,-116.473677,(760) 273-7895,"78-980 Varner Road, Indio CA 92203"
04150,04150,Toyota of Santa Barbara,https://www.toyotaofsantabarbara.com,11,CA,34.435356,-119.821038,(760) 256-3502,"631 W Main St, Barstow CA 92311"
04215,04215,Visalia Toyota,https://www.visaliatoyota.com,12,CA,36.321994,-119.276239,(805) 736-1295,"203 East Ocean Avenue, Lompoc CA 93436"
04277,04277,North Bakersfield Toyota,https://www.northbakersfieldtoyota.com,11,CA,35.437589,-119.076688,(559) 377-6489,"1835 Glendale Avenue, Hanford CA 93230"
04273,04273,Bill Wright Toyota,https://www.billwrighttoyota.com,11,CA,35.308013,-119.035187,(559) 891-2727,"3480 Floral Avenue, Selma CA 93662"
04290,04290,Toyota of Santa Maria,https://www.toyotasm.com,11,CA,34.929318,-120.419655,(805) 544-5087,"12350 Los Osos Valley Rd., San Luis Obispo CA 93405"
04098,04098,Michael Toyota,https://www.michaeltoyota.com,12,CA,36.82311,-119.79148,(559) 481-4001,"1300 Country Club Drive, Madera CA 93638"
04541,04541,Merced Toyota,https://www.mercedtoyota.com,12,CA,37.306201,-120.505082,(833) 289-7345,"895 West Shaw Avenue, Clovis CA 93612"
04361,04361,Gilroy Toyota,https://www.gilroytoyota.com,12,CA,36.99926,-121.559408,(877) 960-2162,"5 Heitzinger Plaza, Seaside CA 93955"
04426,04426,Capitol Toyota,https://www.capitoltoyota.com,12,CA,37.276117,-121.870433,(831) 462-4200,"4200 Auto Plaza Drive, Capitola CA 95010"
04412,04412,Toyota 101,https://www.toyota101.com,12,CA,37.496167,-122.230583,(800) 496-4307,"4202 Stevens Creek Blvd., San Jose CA 95129"
04119,04119,Victory Toyota of San Bruno,https://www.victorytoyotaofsanbruno.com,12,CA,37.627729,-122.415628,(650) 340-6900,"50 California Drive, Burlingame CA 94010"
04143,04143,City Toyota,https://www.citytoyota.com,12,CA,37.686383,-122.469427,(650) 494-2300,"690 San Antonio Road, Palo Alto CA 94306"
04688,04688,One Toyota of Oakland,https://www.onetoyota.com,12,CA,37.740045,-122.199774,(510) 634-7677,"24773 Mission Blvd., Hayward CA 94544"
04338,04338,Fremont Toyota,https://www.fremonttoyota.com,12,CA,37.501717,-121.977917,(877) 537-0404,"898 W. El Camino Real, Sunnyvale CA 94087"
04317,04317,Downtown Toyota of Oakland,https://www.downtowntoyota.com,12,CA,37.829983,-122.255401,(415) 592-0883,"3800 Geary Blvd, San Francisco CA 94118"
04660,04660,Toyota of Berkeley Certified Service Center,https://www.toyotaofberkeleyservicecenter.com,12,CA,37.885769,-122.307497,(510) 845-2530,"2400 Shattuck Avenue, Berkeley CA 94704"
04051,04051,Toyota Walnut Creek,https://www.toyotawc.com,12,CA,37.9089,-122.0618,(925) 829-7700,"4321 Toyota Drive, Dublin CA 94568"
04563,04563,Toyota Marin,https://www.toyotamarin.com,12,CA,37.968017,-122.51845,(888) 266-7137,"3233 Auto Plaza, Richmond CA 94806"
04122,04122,Novato Toyota,https://www.novatotoyota.com,12,CA,38.092567,-122.55655,(855) 452-5902,"1090 Concord Avenue, Concord CA 94520"
04292,04292,Toyota of Vallejo,https://www.toyotavallejo.com,12,CA,38.13672,-122.21203,(925) 778-4800,"1817 Auto Center Drive, Antioch CA 94509"
04364,04364,Maita's Toyota of Sacramento,https://www.maitatoyota.com,12,CA,38.629117,-121.403195,(209) 839-3504,"2895 North Naglee Road, Tracy CA 95304"
04201,04201,Elk Grove Toyota,https://www.elkgrovetoyota.com,12,CA,38.406883,-121.389,(530) 753-3352,"4202 Chiles Road, Davis CA 95616"
04421,04421,Roseville Toyota,https://www.rosevilletoyota.com,12,CA,38.751146,-121.25851,(916) 355-1500,"12747 Folsom Blvd., Folsom CA 95630"
04682,04682,Auburn Toyota,https://www.auburntoyota.com,12,CA,38.91795,-121.081532,(707) 446-7000,"500 Orange Drive, Vacaville CA 95687"
04265,04265,Future Toyota of Yuba City,https://www.futuretoyotayubacity.com,12,CA,39.140599,-121.654589,(530) 622-6232,"140 Forni Road, Placerville CA 95667"
04324,04324,Toyota Town,https://www.toyotaofstockton.com,12,CA,38.0204,-121.28766,(707) 920-2700,"2575 Auto Mall Parkway, Fairfield CA 94533"
04072,04072,Hansel Toyota,https://www.hanseltoyota.com,12,CA,38.26495,-122.662567,(707) 927-4466,"466 Soscol Avenue, Napa CA 94559"
04039,04039,Modesto Toyota,https://www.modestotoyota.com,12,CA,37.70514,-120.99519,(707) 535-2330,"2875 Corby Avenue, Santa Rosa CA 95407"
04158,04158,Oroville Toyota,https://www.orovilletoyota.com,12,CA,39.501892,-121.559372,(707) 443-4871,"4800 N. Highway 101, Eureka CA 95501"
04288,04288,Chuck Patterson Toyota Dodge,https://www.chuckpattersontoyota.net,12,CA,39.757874,-121.860028,(530) 523-5249,"1855 Lake Tahoe Boulevard, South Lake Tahoe CA 96150"
36080,36080,Lithia Toyota of Klamath Falls,https://www.klamathfallstoyota.com,13,OR,42.208296,-121.756184,(877) 360-6083,"250 E. Cypress Avenue, Redding CA 96002"
11035,11035,Teton Toyota,https://www.tetontoyota.com,13,ID,43.468753,-112.076093,(208) 237-2700,"1855 Flandro Drive, Pocatello ID 83202"
11011,11011,Stone's Town & Country Toyota,https://www.stonestoyota.com,13,ID,43.813527,-111.800737,(208) 733-2857,"318 Shoshone Street West, Twin Falls ID 83301"
46100,46100,Toyota of Pullman,https://www.toyotaofpullman.com,13,WA,46.738183,-117.061781,(208) 743-5577,"2203 16th Avenue, Lewiston ID 83501"
11036,11036,Edmark Toyota,https://www.edmarktoyota.com,13,ID,43.604209,-116.51415,(208) 378-9000,"9101 West Fairview Avenue, Boise ID 83704"
11030,11030,Parker Toyota,https://www.parkertoyota.com,13,ID,47.715096,-116.793561,(888) 548-4011,"313 SE 13th Street, Ontario OR 97914"
46099,46099,Larry H. Miller Downtown Toyota Spokane,https://www.lhmtoyotaspokane.com,13,WA,47.653682,-117.428513,(509) 927-1280,"8600 East Sprague Avenue, Spokane Valley WA 99212"
43025,43025,Stephen Wade Toyota,https://www.stephenwadetoyota.com,15,UT,37.077345,-113.586613,(866) 319-3253,"1585 Lamoille Hwy., Elko NV 89801"
43028,43028,Brent Brown Toyota,https://www.brentbrowntoyota.com,15,UT,40.270575,-111.711954,(801) 553-5800,"11453 So. Lone Peak Pkwy, Draper UT 84020"
43026,43026,Performance Toyota Bountiful,https://www.performancetoyotabountiful.com,15,UT,40.864621,-111.894165,(833) 253-8743,"730 South West Temple, Salt Lake City UT 84101"
27016,27016,Fallon Ford Toyota,https://www.fallontoyota.com,15,NV,39.474514,-118.79251,(801) 394-5701,"777 West Riverdale Road, Riverdale UT 84405"
27015,27015,Carson City Toyota,https://www.carsoncitytoyota.com,15,NV,39.143833,-119.768715,(760) 872-4141,"310 South Main St, Bishop CA 93514"
36104,36104,Columbia Gorge Toyota,https://www.columbiagorgetoyota.com,13,OR,45.611231,-121.206998,(775) 826-2750,"2100 Kietzke Lane, Reno NV 89502"
36102,36102,Gresham Toyota,https://www.greshamtoyota.com,13,OR,45.504067,-122.41357000000001,(541) 382-4040,"61430 S. Hwy 97, Bend OR 97702"
36106,36106,Toyota of Gladstone,https://www.toyotaofgladstone.com,13,OR,45.3815,-122.6059,(800) 522-2308,"80364 N. Highway 395, Hermiston OR 97838"
36105,36105,Damian Lillard Toyota,https://www.damianlillardtoyota.com,13,OR,45.231875,-123.167255,(503) 255-0177,"750 SE 122nd Avenue, Portland OR 97233"
36103,36103,Wilsonville Toyota,https://www.wilsonvilletoyota.com/,13,OR,45.31803,-122.772,(800) 888-1391,"783 Auto Group Avenue N.E., Salem OR 97301"
36047,36047,Beaverton Toyota,https://www.beavertontoyota.com,13,OR,45.4888,-122.8257,(503) 693-7412,"1415 S.E. River Road, Hillsboro OR 97123"
36094,36094,Toyota of Corvallis,https://www.toyotaofcorvallis.com,13,OR,44.571797,-123.259921,(800) 634-5713,"1205 Price Road SE, Albany OR 97321"
46071,46071,Vancouver Toyota,https://www.vancouvertoyota.com,13,WA,45.660082,-122.567999,(503) 284-1105,"55 NE Broadway Street, Portland OR 97232"
36085,36085,Kendall Toyota,https://www.kendalltoyotaofeugene.com,13,OR,44.073436,-123.10855,(360) 501-3040,"2632 Coweeman Park Drive, Kelso WA 98626"
36052,36052,Lithia Toyota,https://www.lithiatoyotamedford.com,13,OR,42.33982,-122.876381,(800) 888-6305,"163 S. 9th Street, Springfield OR 97477"
46102,46102,McCurley Integrity Toyota of Walla Walla,https://www.mccurleytoyota.com,13,WA,46.078869,-118.304187,(541) 476-6858,"375 Redwood Highway, Grants Pass OR 97527"
46042,46042,Toyota of Puyallup,https://www.toyotaofpuyallup.com,13,WA,47.2035,-122.312883,(877) 403-7776,"3405 N. Auburn Way, Auburn WA 98002"
46076,46076,Burien Toyota,https://www.burientoyota.com,13,WA,47.467983,-122.334262,(253) 475-4155,"3506 S Sprague Avenue, Tacoma WA 98409"
46088,46088,Toyota of Tacoma,https://www.toyotaoftacoma.com,13,WA,47.186083000000004,-122.482817,(800) 541-1425,"150 SW 7th Street, Renton WA 98057"
46050,46050,Michael's Toyota of Bellevue,https://www.toyotaofbellevue.com,13,WA,47.5817,-122.141452,(203) 382-4300,"1925 Airport Way South, Seattle WA 98134"
46089,46089,Toyota of Kirkland,https://www.toyotaofkirkland.com,13,WA,47.711752,-122.165779,(360) 377-1200,"901 West Hills Blvd., Bremerton WA 98312"
46090,46090,Magic Toyota,https://www.magictoyota.com,13,WA,47.8061,-122.327657,(206) 366-3127,"13355 Lake City Way, N.E., Seattle WA 98125"
46009,46009,Rodland Toyota,https://www.rodlandtoyota.com,13,WA,47.935633,-122.219647,(360) 539-3952,"6969 Tyee Drive SW, Tumwater WA 98512"
46078,46078,Foothills Toyota,https://www.foothillstoyota.com,13,WA,48.44981,-122.34566,(888) 651-8592,"16120 Smokey Point Blvd., Marysville WA 98271"
46081,46081,Five Star Toyota,https://www.fivestartoyota.com,13,WA,46.967507,-123.802026,(360) 227-0730,"1950 NW Louisiana Avenue, Chehalis WA 98532"
46095,46095,Bud Clary Toyota of Yakima,https://www.budclarytoyotaofyakima.com,13,WA,46.564034,-120.497337,(509) 888-5000,"500 3rd Street, S.E., East Wenatchee WA 98802"
05034,05034,Stevinson Toyota West,https://www.stevinsontoyotawest.com,15,CO,39.7285,-105.1641,(303) 302-6562,"201 West 70th Avenue, Denver CO 80221"
05054,05054,Larry H. Miller Toyota Boulder,https://www.bouldertoyota.com,15,CO,40.023133,-105.241702,(303) 218-7130,"5460 South Broadway, Englewood CO 80113"
05043,05043,"Stapp Interstate Toyota, Inc.",https://www.interstatetoyota.com,15,CO,40.117725,-104.97839,(866) 219-5779,"10531 East Arapahoe Road, Centennial CO 80112"
05068,05068,Ehrlich Toyota East,https://www.ehrlichtoyotaeast.com,15,CO,40.261395,-103.802768,(970) 223-3100,"4455 South College Avenue, Ft Collins CO 80525"
05069,05069,Phil Long Toyota,https://www.phillongtoyota.com,15,CO,37.171434,-104.5063,(719) 543-1719,"2220 US Highway 50 West, Pueblo CO 81008"
05070,05070,Durango Toyota,https://www.durangotoyota.com,15,CO,37.230452,-107.861592,(970) 249-6691,"2262 East Main Street, Montrose CO 81401"
05057,05057,"Hellman Toyota, Inc.",https://www.hellmantoyota.com,15,CO,38.748901,-108.062082,(505) 327-5900,"3701 E. Main Street, Farmington NM 87402"
05046,05046,Bighorn Toyota,https://www.bighorntoyota.com,15,CO,39.562797,-107.368132,(970) 243-0843,"2264 Highway 6 and 50, Grand Junction CO 81505"
33024,33024,Dan Porter Honda-Toyota,https://www.danportertoyota.com,23,ND,46.882861,-102.749101,(406) 545-0129,"1532 Grand Avenue, Billings MT 59102"
49030,49030,Fremont Toyota of Sheridan,https://www.fremonttoyotasheridan.com,15,WY,44.780704,-106.942888,(701) 852-0151,"3615 South Broadway, Minot ND 58702"
49032,49032,Yellowstone Toyota,https://www.yellowstonetoyota.com,15,WY,44.74696,-108.77475,(701) 223-2190,"3955 Trenton Drive, Bismarck ND 58503"
49026,49026,Foss Toyota,https://www.fosstoyota.com,15,WY,42.842358,-106.232918,(605) 342-2490,"1920 East Mall Drive, Rapid City SD 57701"
25061,25061,Helena Toyota,https://www.helenatoyota.com,13,MT,46.590868,-111.967559,(406) 761-4900,"3900 10th Avenue South, Great Falls MT 59405"
25064,25064,Kalispell Toyota,https://www.kalispelltoyota.com,13,MT,48.166459,-114.28899,(406) 551-6628,"8476 Huffine Lane, Bozeman MT 59718"
25066,25066,Lithia Toyota of Missoula,https://www.lithiatoyotamissoula.com,13,MT,46.834613,-114.046846,(406) 782-9181,"5103 Harrison Avenue, Butte MT 59701"
30027,30027,Vescovo Toyota of Las Cruces,https://www.vescovotoyota.com,15,NM,32.2992,-106.791,(505) 629-4175,"1601 St. Michaels Drive, Santa Fe NM 87505"
42345,42345,Poe Toyota,https://www.poetoyota.com,60,TX,31.7877,-106.4061,(575) 538-3777,"2750 Highway 180 E., Silver City NM 88061"
30041,30041,Roswell Toyota,https://www.roswelltoyota.com,15,NM,33.394724,-104.556163,(575) 762-4551,"600 W. 7th Street, Clovis NM 88101"
49022,49022,"Spradley Barr Motors Toyota, Inc.",https://www.spradleybarrtoyota.com,15,WY,41.13181,-104.839328,(307) 362-5015,"401 N. Center Street, Rock Springs WY 82901"
26029,26029,Team Toyota,https://www.teamtoyotascottsbluff.com,23,NE,41.864686,-103.637031,(307) 742-7423,"2310 East Grand Avenue, Laramie WY 82070"
42262,42262,AutoNation Toyota South Austin,https://www.autonationtoyotasouthaustin.com,60,TX,30.207361,-97.757719,(307) 206-5382,"103 Fremont Way, Lander WY 82520"
42344,42344,Toyota of Cedar Park,https://www.toyotaofcedarpark.com,60,TX,30.543361,-97.815361,(833) 283-9709,"2307 North I-35, Round Rock TX 78664"
42407,42407,San Marcos Toyota,https://www.sanmarcostoyota.com,60,TX,29.815615,-97.997752,(512) 862-1650,"806 Highway 71 West, Bastrop TX 78602"
42202,42202,Toyota of Richardson,https://www.toyotaofrichardson.com,60,TX,32.963767,-96.725302,(972) 241-6655,"2610 Forest Lane, Dallas TX 75234"
42320,42320,Lone Star Toyota of Lewisville,https://www.lonestartoyotalewisville.com,60,TX,33.02126,-96.98711,(972) 248-7204,"6888 State Hwy 121, Plano TX 75024"
42408,42408,John Eagle Sport City Toyota,https://www.sportcitytoyota.com,60,TX,32.862817,-96.662333,(972) 258-1200,"1999 West Airport Frwy., Irving TX 75062"
42268,42268,Texas Toyota of Grapevine,https://www.toyotaofgrapevine.com,60,TX,32.924339,-97.06938,(214) 324-0411,"9525 E. RL Thornton Frwy, Dallas TX 75228"
42346,42346,Longo Toyota of Prosper,https://www.longotoyotaofprosper.com,60,TX,33.220539,-96.833488,(214) 544-8987,"3350 S. Central Expresswy, McKinney TX 75070"
42323,42323,Toyota of Denton,https://www.toyotaofdenton.com,60,TX,33.166383,-97.083054,(817) 505-0275,"1661 Wet 'N Wild Way, Arlington TX 76011"
42302,42302,Toyota of Rockwall,https://www.toyotaofrockwall.com,60,TX,32.9112,-96.44628,(972) 780-1166,"39660 LBJ Freeway (I-20), Dallas TX 75237"
42286,42286,Vandergriff Toyota,https://www.vandergrifftoyota.com,60,TX,32.67675,-97.120035,(817) 287-5200,"204 Northeast Loop 820, Hurst TX 76053"
42327,42327,Family Toyota of Burleson,https://www.familytoyotaofburleson.com,60,TX,32.526111,-97.307658,(817) 560-1500,"9001 Camp Bowie West Blvd., Fort Worth TX 76116"
42402,42402,Shottenkirk Toyota Weatherford,https://www.shottenkirktoyotaweatherford.com,60,TX,32.757132,-97.699978,(903) 874-6556,"3400 South Interstate 45, Corsicana TX 75110"
42404,42404,Toyota of Paris,https://www.toyotaofparistx.com,60,TX,33.672811,-95.516097,(817) 279-6850,"5100 E. US Highway 377, Granbury TX 76049"
42352,42352,Toyota of Longview,https://www.toyotaoflongview.com,60,TX,32.530617,-94.773354,(903) 306-2801,"6233 Mall Drive, Nash TX 75569"
42242,42242,Classic Toyota,https://www.classictoyotatyler.com,60,TX,32.304473,-95.321474,(903) 938-9026,"5015 East End Blvd. South, Marshall TX 75672"
42325,42325,Palestine Toyota,https://www.palestinetoyota.com,60,TX,31.732877,-95.62258,(903) 577-7770,"102 Tankersley Road, Mt. Pleasant TX 75455"
42406,42406,Toyota of Wichita Falls,https://www.toyotaofwf.com,60,TX,33.89283,-98.483623,(936) 699-1029,"1807 South Medford Drive, Lufkin TX 75901"
42216,42216,Jeff Hunter Toyota,https://www.jeffhuntertoyota.com,60,TX,31.502044,-97.171966,(254) 778-4285,"7777 S. General Bruce Dr., Temple TX 76502"
42299,42299,Bruner Toyota,https://www.brunertoyota.com,60,TX,31.736842,-98.964271,(254) 690-5800,"4001 E Central Texas Exp., Killeen TX 76543"
42138,42138,Mike Calvert Toyota,https://www.mikecalverttoyota.com,60,TX,29.676809,-95.413594,(888) 502-4761,"1500 Knickerbocker Road, San Angelo TX 76904"
42291,42291,Community Toyota,https://www.communitytoyota.com,60,TX,29.804387,-94.989061,(713) 489-2097,"12111 Gulf Freeway, Bldg. B, Houston TX 77034"
42321,42321,Keating Toyota,https://www.keatingtoyota.com,60,TX,29.497519,-95.389287,(281) 338-9700,"2112 Gulf Freeway, League City TX 77573"
42119,42119,Tejas Toyota,https://www.tejastoyota.com,60,TX,29.995901,-95.272558,(713) 270-3951,"9400 Southwest Freeway, Houston TX 77074"
42270,42270,Joe Myers Toyota,https://www.joemyerstoyota.com,60,TX,29.904532,-95.603264,(281) 496-9730,"11800 Katy Freeway, Houston TX 77079"
42282,42282,Fred Haas Toyota Country,https://www.fredhaastoyotacountry.com,60,TX,30.007383,-95.588,(877) 863-0741,"20400 Interstate 45 North, Spring TX 77373"
42284,42284,Don McGill Toyota of Katy,https://www.toyotaofkaty.com,60,TX,29.7841,-95.7425,(281) 341-5900,"20465 Southwest Freeway, Richmond TX 77469"
42250,42250,Gulf Coast Toyota,https://www.gulfcoasttoyota.com,60,TX,29.1999,-95.4509,(888) 380-1696,"7802 Broadway, Galveston TX 77554"
42316,42316,Huntsville Toyota,https://www.huntsvilletoyotapm.com,60,TX,30.68512,-95.537602,(936) 442-4160,"500 I-45 South, Conroe TX 77304"
42182,42182,Kinsel Toyota,https://www.kinseltoyota.com,60,TX,30.118294,-94.147187,(866) 993-3559,"2229 Highway 69 N, Nederland TX 77627"
17060,17060,Lake Charles Toyota,https://www.lakecharlestoyota.com,60,LA,30.18609,-93.179351,(409) 231-6778,"1396 Highway 327 East, Silsbee TX 77656"
42313,42313,Toyota of Victoria,https://www.toyotaofvictoria.com,60,TX,28.849355,-96.99702,(979) 776-0404,"728 N. Earl Rudder Frwy., Bryan TX 77802"
42342,42342,North Park Toyota of San Antonio,https://www.northparktoyota.com,60,TX,29.315943,-98.612196,(877) 894-7393,"6324 Bob Bullock Loop, Laredo TX 78041"
42201,42201,Red McCombs Toyota,https://www.redmccombstoyota.com,60,TX,29.57157,-98.59498,(877) 676-9734,"5730 N.W. Loop 410, San Antonio TX 78238"
42116,42116,Alamo Toyota,https://www.alamotoyota.com,60,TX,29.60719,-98.470768,(210) 852-2672,"12102 IH-35 North, San Antonio TX 78233"
42304,42304,Mike Shaw Toyota,https://www.mikeshawtoyota.com,60,TX,27.841286,-97.631672,(210) 630-4199,"31205 IH-10 West, Boerne TX 78006"
42322,42322,Toyota of Pharr,https://www.toyotaofpharr.com,60,TX,26.199688,-98.20042,(361) 444-0160,"6672 S. Padre Island Dr., Corpus Christi TX 78412"
42338,42338,Brownsville Toyota,https://www.brownsvilletoyota.com,60,TX,26.00356,-97.528424,(956) 622-4457,"8721 W. Expressway 83, Harlingen TX 78552"
42206,42206,Tegeler Toyota,https://www.tegelertoyota.com,60,TX,30.152029,-96.416216,(830) 775-7577,"3617 Highway 90 West, Del Rio TX 78840"
35074,35074,Four Stars Toyota,https://www.fourstarstoyota.com,60,OK,34.636614,-99.298117,(806) 454-7695,"4500 South Soncy Road, Amarillo TX 79119"
42264,42264,Gene Messer Toyota,https://www.genemessertoyota.com,60,TX,33.578674,-101.949217,(806) 665-1665,"805 North Hobart Street, Pampa TX 79065"
42309,42309,Toyota of Midland,https://www.toyotaofmidland.com,60,TX,31.989633,-102.150182,(325) 794-4092,"4449 Southwest Drive, Abilene TX 79606"
24079,24079,Rolling Hills Toyota,https://www.rollinghillstoyota.com,23,MO,39.781926,-94.800823,(432) 367-2070,"5050 John Ben Shepperd Parkway, Odessa TX 79762"
24074,24074,Jay Wolfe Toyota,https://www.jaywolfetoyota.com,23,MO,39.26851,-94.66667,(913) 299-8600,"10100 Parallel Parkway, Kansas City KS 66109"
15047,15047,Hendrick Toyota Merriam,https://www.hendricktoyotamerriam.com,23,KS,39.006754,-94.695568,(785) 312-3803,"3430 S. Iowa Street, Lawrence KS 66046"
